5.425000e+02	3.410068e-06	1.868244e-08
5.475000e+02	3.159372e-06	1.734403e-08
5.525000e+02	2.928544e-06	1.602811e-08
5.575000e+02	2.715722e-06	1.480868e-08
5.625000e+02	2.519777e-06	1.361154e-08
5.675000e+02	2.338279e-06	1.260494e-08
5.725000e+02	2.170624e-06	1.168621e-08
5.775000e+02	2.015699e-06	1.082883e-08
5.825000e+02	1.872543e-06	1.005440e-08
5.875000e+02	1.740192e-06	9.373392e-09
5.925000e+02	1.617735e-06	8.725984e-09
5.975000e+02	1.504371e-06	8.116201e-09
6.025000e+02	1.399391e-06	7.556492e-09
6.075000e+02	1.302150e-06	7.038457e-09
6.125000e+02	1.212052e-06	6.534491e-09
6.175000e+02	1.128517e-06	6.056830e-09
6.225000e+02	1.051051e-06	5.627789e-09
6.275000e+02	9.791938e-07	5.226574e-09
6.325000e+02	9.125193e-07	4.860468e-09
6.375000e+02	8.506454e-07	4.535024e-09
6.425000e+02	7.931523e-07	4.217086e-09
6.475000e+02	7.397363e-07	3.935100e-09
6.525000e+02	6.901002e-07	3.667860e-09
6.575000e+02	6.439786e-07	3.410908e-09
6.625000e+02	6.010737e-07	3.161599e-09
6.675000e+02	5.611503e-07	2.934864e-09
6.725000e+02	5.240026e-07	2.730151e-09
6.775000e+02	4.894325e-07	2.545915e-09
6.825000e+02	4.572578e-07	2.383487e-09
6.875000e+02	4.272844e-07	2.226328e-09
6.925000e+02	3.993674e-07	2.081891e-09
6.975000e+02	3.733534e-07	1.946421e-09
7.025000e+02	3.491012e-07	1.822652e-09
7.075000e+02	3.264572e-07	1.723324e-09
7.125000e+02	3.053735e-07	1.603614e-09
7.175000e+02	2.857181e-07	1.494066e-09
7.225000e+02	2.673755e-07	1.392665e-09
7.275000e+02	2.502559e-07	1.296051e-09
7.325000e+02	2.342689e-07	1.202728e-09
7.375000e+02	2.193367e-07	1.119283e-09
7.425000e+02	2.053938e-07	1.047160e-09
7.475000e+02	1.923658e-07	9.758434e-10
7.525000e+02	1.801922e-07	9.096845e-10
7.575000e+02	1.688188e-07	8.494659e-10
7.625000e+02	1.581920e-07	7.941339e-10
7.675000e+02	1.482577e-07	7.426563e-10
7.725000e+02	1.389681e-07	6.947849e-10
7.775000e+02	1.302790e-07	6.501617e-10
7.825000e+02	1.221500e-07	6.084906e-10
7.875000e+02	1.145430e-07	5.701596e-10
7.925000e+02	1.074258e-07	5.344254e-10
7.975000e+02	1.007642e-07	5.010194e-10
8.025000e+02	9.452806e-08	4.697658e-10
8.075000e+02	8.868691e-08	4.389089e-10
8.125000e+02	8.321657e-08	4.109953e-10
8.175000e+02	7.809385e-08	3.854259e-10
8.225000e+02	7.329721e-08	3.616576e-10
8.275000e+02	6.880216e-08	3.391242e-10
8.325000e+02	6.458948e-08	3.179057e-10
8.375000e+02	6.064133e-08	2.979970e-10
8.425000e+02	5.694007e-08	2.792789e-10
8.475000e+02	5.346979e-08	2.616632e-10
8.525000e+02	5.021615e-08	2.453055e-10
8.575000e+02	4.716526e-08	2.300665e-10
8.625000e+02	4.430411e-08	2.160212e-10
8.675000e+02	4.162036e-08	2.026131e-10
8.725000e+02	3.910313e-08	1.900565e-10
8.775000e+02	3.674122e-08	1.783408e-10
8.825000e+02	3.452450e-08	1.673607e-10
8.875000e+02	3.244377e-08	1.571047e-10
8.925000e+02	3.049055e-08	1.475117e-10
8.975000e+02	2.865673e-08	1.385623e-10
9.025000e+02	2.693413e-08	1.303400e-10
9.075000e+02	2.531792e-08	1.224170e-10
9.125000e+02	2.380040e-08	1.149958e-10
9.175000e+02	2.237513e-08	1.080171e-10
9.225000e+02	2.103636e-08	1.014284e-10
9.275000e+02	1.977892e-08	9.523073e-11
9.325000e+02	1.859768e-08	8.937659e-11
9.375000e+02	1.748763e-08	8.396602e-11
9.425000e+02	1.644456e-08	7.889599e-11
9.475000e+02	1.546433e-08	7.416288e-11
9.525000e+02	1.454310e-08	6.970415e-11
9.575000e+02	1.367732e-08	6.550915e-11
9.625000e+02	1.286369e-08	6.154993e-11
9.675000e+02	1.209917e-08	5.777981e-11
9.725000e+02	1.138043e-08	5.414159e-11
9.775000e+02	1.070476e-08	5.078092e-11
9.825000e+02	1.006956e-08	4.760934e-11
9.875000e+02	9.472414e-09	4.465690e-11
9.925000e+02	8.910867e-09	4.193632e-11
9.975000e+02	8.382729e-09	3.939796e-11
