4.250000e+01	2.903693e+01	3.152170e-01
4.750000e+01	1.630860e+01	1.703487e-01
5.250000e+01	9.670622e+00	9.971960e-02
5.750000e+01	5.969956e+00	5.964725e-02
6.250000e+01	3.825432e+00	3.732117e-02
6.750000e+01	2.526362e+00	2.396321e-02
7.250000e+01	1.713326e+00	1.591147e-02
7.750000e+01	1.188683e+00	1.080447e-02
8.250000e+01	8.407228e-01	7.483267e-03
8.750000e+01	6.061144e-01	5.297393e-03
9.250000e+01	4.437627e-01	3.822460e-03
9.750000e+01	3.294741e-01	2.815255e-03
1.025000e+02	2.476536e-01	2.081675e-03
1.075000e+02	1.881695e-01	1.578694e-03
1.125000e+02	1.445515e-01	1.202489e-03
1.175000e+02	1.121894e-01	9.169854e-04
1.225000e+02	8.772629e-02	7.460938e-04
1.275000e+02	6.924184e-02	5.850702e-04
1.325000e+02	5.508629e-02	4.609344e-04
1.375000e+02	4.414760e-02	3.622841e-04
1.425000e+02	3.561872e-02	2.915853e-04
1.475000e+02	2.891307e-02	2.344008e-04
1.525000e+02	2.362422e-02	1.931370e-04
1.575000e+02	1.941184e-02	1.551096e-04
1.625000e+02	1.601156e-02	1.295287e-04
1.675000e+02	1.328428e-02	1.108316e-04
1.725000e+02	1.106916e-02	8.985429e-05
1.775000e+02	9.262517e-03	7.290093e-05
1.825000e+02	7.780500e-03	5.979561e-05
1.875000e+02	6.560633e-03	4.873239e-05
1.925000e+02	5.555200e-03	4.088305e-05
1.975000e+02	4.719597e-03	3.448239e-05
2.025000e+02	4.022846e-03	2.928672e-05
2.075000e+02	3.440143e-03	2.509611e-05
2.125000e+02	2.950830e-03	2.151516e-05
2.175000e+02	2.538059e-03	1.803950e-05
2.225000e+02	2.189943e-03	1.524206e-05
2.275000e+02	1.894291e-03	1.300437e-05
2.325000e+02	1.642817e-03	1.144605e-05
2.375000e+02	1.428181e-03	1.006851e-05
2.425000e+02	1.244649e-03	8.711439e-06
2.475000e+02	1.086846e-03	7.622216e-06
2.525000e+02	9.511093e-04	6.659024e-06
2.575000e+02	8.341711e-04	5.800169e-06
2.625000e+02	7.331191e-04	5.061330e-06
2.675000e+02	6.453562e-04	4.614870e-06
2.725000e+02	5.690541e-04	4.026176e-06
2.775000e+02	5.026883e-04	3.569287e-06
2.825000e+02	4.450736e-04	3.131196e-06
2.875000e+02	3.947236e-04	2.718104e-06
2.925000e+02	3.505785e-04	2.338346e-06
2.975000e+02	3.117791e-04	1.993262e-06
3.025000e+02	2.777127e-04	1.762660e-06
3.075000e+02	2.477271e-04	1.610628e-06
3.125000e+02	2.213038e-04	1.396919e-06
3.175000e+02	1.979422e-04	1.259048e-06
3.225000e+02	1.773408e-04	1.087693e-06
3.275000e+02	1.591118e-04	9.728195e-07
3.325000e+02	1.429425e-04	8.700991e-07
3.375000e+02	1.285424e-04	7.791142e-07
3.425000e+02	1.157157e-04	6.982820e-07
3.475000e+02	1.042752e-04	6.258886e-07
3.525000e+02	9.405603e-05	5.610036e-07
3.575000e+02	8.494771e-05	5.030410e-07
3.625000e+02	7.683165e-05	4.538846e-07
3.675000e+02	6.957217e-05	4.102143e-07
3.725000e+02	6.303092e-05	3.694068e-07
3.775000e+02	5.715240e-05	3.312850e-07
3.825000e+02	5.188131e-05	2.990692e-07
3.875000e+02	4.714171e-05	2.707405e-07
3.925000e+02	4.286506e-05	2.475788e-07
3.975000e+02	3.902333e-05	2.503899e-07
4.025000e+02	3.554750e-05	2.275686e-07
4.075000e+02	3.240718e-05	2.039799e-07
4.125000e+02	2.956737e-05	1.814175e-07
4.175000e+02	2.699636e-05	1.606367e-07
4.225000e+02	2.466628e-05	1.423565e-07
4.275000e+02	2.255348e-05	1.275275e-07
4.325000e+02	2.063863e-05	1.158931e-07
4.375000e+02	1.890045e-05	1.057027e-07
4.425000e+02	1.731894e-05	9.661996e-08
4.475000e+02	1.588024e-05	8.832801e-08
4.525000e+02	1.457130e-05	8.070749e-08
4.575000e+02	1.337945e-05	7.371329e-08
4.625000e+02	1.229223e-05	6.743809e-08
4.675000e+02	1.129973e-05	6.172228e-08
4.725000e+02	1.039255e-05	5.653613e-08
4.775000e+02	9.564868e-06	5.177928e-08
4.825000e+02	8.808593e-06	4.744649e-08
4.875000e+02	8.114910e-06	4.361662e-08
4.925000e+02	7.482037e-06	4.007936e-08
4.975000e+02	6.901825e-06	3.690111e-08
5.025000e+02	6.368863e-06	3.394115e-08
5.075000e+02	5.881179e-06	3.128787e-08
5.125000e+02	5.434392e-06	2.923610e-08
5.175000e+02	5.021887e-06	2.664094e-08
5.225000e+02	4.643717e-06	2.473336e-08
5.275000e+02	4.295672e-06	2.290722e-08
5.325000e+02	3.976105e-06	2.149210e-08
5.375000e+02	3.681485e-06	2.004763e-08
