0.0025	0.0151321	0.000159009
0.0075	0.0661861	0.000476132
0.0125	0.135271	0.000877664
0.0175	0.198989	0.000933908
0.0225	0.245325	0.00109587
0.0275	0.273276	0.00125198
0.0325	0.284601	0.0011683
0.0375	0.280448	0.00121005
0.0425	0.263004	0.00125928
0.0475	0.237167	0.00117256
0.0525	0.209082	0.00108263
0.0575	0.179079	0.00113893
0.0625	0.150157	0.0009137
0.0675	0.124269	0.000793944
0.0725	0.101468	0.000741757
0.0775	0.082094	0.000622051
0.0825	0.0654823	0.000457089
0.0875	0.0524541	0.000434309
0.0925	0.0403813	0.000328809
0.0975	0.0315422	0.000272593
